"user_id","test_option","sale_dt","category","orderid","sale_price","gender","age"
18242,0,20200223,8,"3000064429097",38470,"F",32
18242,0,20200223,8,"3000064429097",-38470,"F",32
18242,0,20200223,5,"3000064493845",5520,"F",32
18242,0,20200215,6,"3000063779705",20150,"F",32
18242,0,20200223,8,"3000064430182",60900,"F",32
18242,0,20200223,5,"3000064498128",14000,"F",32
18242,0,20200223,8,"3000064490764",14800,"F",32
18242,0,20200214,8,"3000063706782",13250,"F",32
18242,0,20200217,7,"3000063952875",10340,"F",32
18221,0,20200213,6,"20000063020643",2500,"F",43
18221,0,20200213,6,"20000063020643",9900,"F",43
18221,0,20200218,0,"20000063420761",15400,"F",43
18221,0,20200218,2,"20000063437862",3960,"F",43
18221,0,20200218,2,"20000063437862",7640,"F",43
18221,0,20200218,5,"20000063437862",4280,"F",43
18221,0,20200218,5,"20000063420761",4630,"F",43
17898,0,20200226,4,"19000063719682",27350,"U",999
17898,0,20200226,2,"19000063719682",4010,"U",999
17898,0,20200226,7,"19000063719682",18780,"U",999
17696,0,20200223,9,"15000063063043",900,"F",31
17696,0,20200223,3,"15000063063043",9500,"F",31
17696,0,20200223,9,"15000063063043",9900,"F",31
17696,0,20200223,0,"15000063063043",20900,"F",31
17696,0,20200223,5,"15000063063043",12900,"F",31
17696,0,20200220,7,"15000062741713",22250,"F",31
17696,0,20200220,1,"15000062741713",14200,"F",31
17696,0,20200220,2,"15000062741713",16550,"F",31
17696,0,20200220,0,"15000062741713",9690,"F",31
17696,0,20200220,3,"15000062741713",4020,"F",31
17696,0,20200220,8,"15000062741713",3330,"F",31
17696,0,20200220,9,"15000062741713",6690,"F",31
17696,0,20200220,8,"15000062741713",9850,"F",31
17696,0,20200220,8,"15000062741713",9850,"F",31
17696,0,20200220,0,"15000062741713",12700,"F",31
17696,0,20200220,2,"15000062741713",6100,"F",31
17696,0,20200223,5,"15000063063043",3500,"F",31
17696,0,20200223,7,"15000063063043",9700,"F",31
17696,0,20200223,3,"15000063063043",10300,"F",31
